timestamp,radius,hardness,reward,success
2026-05-22 05:12:52,4.0,hard,100.0,1
2026-05-22 05:14:24,4.0,hard,0.0,0
2026-05-22 05:15:55,4.0,hard,0.0,0
2026-05-22 05:17:35,4.0,hard,0.2,0
2026-05-22 05:19:12,4.0,hard,0.0,0
