s0,s1,s2,s3,s4,t0,a0,a1,a2,a3,a4
499.0,419.0,430.0,334.0,427.0,7.0,62,103,97,95,99
500.0,420.0,430.0,334.0,428.0,0.0,63,102,97,95,98
